mass1_source,mass2_source,ra,dec,redshift,snid,mej,costheta,mass1,mass2,chirp_mass,first_detection,distance
1.9149,1.0903,5.6994,-53.9451,0.0737,63429545,0.0400,-0.9785,2.0560,1.1706,1.3400,1408111443,344.3686
2.0100,1.2491,280.5106,-41.4159,0.0520,44594608,0.0300,0.1420,2.1144,1.3140,1.4430,1398719830.5,239.3179
1.9087,1.0890,315.9442,-25.2521,0.0481,44755641,0.0400,0.8522,2.0006,1.1414,1.3053,1458677043,220.8558
1.9983,1.2239,11.6535,-22.2459,0.1649,21441598,0.0300,-0.2265,2.3278,1.4258,1.5766,1408494505.5,817.5105
1.7443,1.3343,107.4687,-50.1262,0.1443,27330450,0.0100,0.2751,1.9961,1.5268,1.5171,1419867243,706.5794
1.5207,1.1468,134.3483,3.5625,0.0498,14984398,0.0100,-0.7270,1.5965,1.2040,1.2046,1449285430.5,229.1452
1.8782,1.0678,230.0921,-4.8207,0.1842,53295548,0.0400,0.5670,2.2241,1.2644,1.4484,1401528168,923.5837
1.7665,1.1761,318.3744,-17.2999,0.0269,63542214,0.0200,0.4915,1.8140,1.2078,1.2833,1441312668,121.8075
1.2260,1.0884,1.0965,-0.0998,0.0609,30987930,0.0050,0.7260,1.3007,1.1547,1.0665,1435697343,282.3819
1.9744,1.2614,197.7247,-4.7051,0.1978,6307570,0.0250,-0.3039,2.3648,1.5109,1.6374,1429732705.5,999.6589
2.0131,1.2411,43.8260,-23.0826,0.1126,82280158,0.0300,-0.8121,2.2397,1.3808,1.5221,1410866455.5,540.0253
2.0333,1.1751,342.7760,-1.3356,0.1235,59448891,0.0400,0.3283,2.2844,1.3202,1.5006,1447416018,596.6222
2.0141,1.2364,62.1587,-18.4931,0.1178,47439226,0.0300,-0.6105,2.2514,1.3820,1.5265,1415937730.5,566.9605
1.9711,1.2107,196.5554,-9.9115,0.1105,71511070,0.0300,-0.8200,2.1889,1.3445,1.4847,1421589843,529.4072
1.7656,1.1844,145.9183,-11.7438,0.1731,82315670,0.0200,0.2912,2.0712,1.3894,1.4710,1425402918,862.3618
1.9149,1.0903,64.5333,-23.0246,0.2430,9867296,0.0400,-0.3577,2.3803,1.3552,1.5514,1448008330.5,1260.1602
2.0100,1.2491,327.5652,-58.5781,0.1034,84267806,0.0300,0.0984,2.2178,1.3782,1.5135,1469994430.5,493.0192
1.8692,1.4316,61.5292,-53.3925,0.0485,42555630,0.0100,0.4408,1.9599,1.5010,1.4905,1476310405.5,222.9231
1.9684,1.2709,18.7330,-17.9200,0.0760,11334700,0.0250,0.4086,2.1180,1.3675,1.4746,1414230993,355.9698
2.0102,1.3048,100.3643,-51.6570,0.0871,66421119,0.0250,-0.3369,2.1852,1.4184,1.5255,1447677580.5,410.6336
1.9305,1.0972,56.5940,-22.3228,0.1194,83099245,0.0400,0.0490,2.1609,1.2282,1.4071,1388912755.5,575.1206
1.9752,1.2600,32.7185,-37.2736,0.0702,12964473,0.0250,-0.2905,2.1140,1.3485,1.4625,1407744918,327.5249
1.7219,1.0307,200.8774,-38.0412,0.2334,34519192,0.0300,0.3027,2.1238,1.2713,1.4212,1394430205.5,1203.8375
1.8652,1.0460,277.0169,-52.2248,0.0439,51503195,0.0400,-0.8736,1.9471,1.0920,1.2590,1461386493,201.0654
1.8563,1.0511,208.4995,-12.8482,0.0789,51090693,0.0400,-0.2683,2.0027,1.1340,1.3015,1392280330.5,370.1841
2.0182,1.1612,65.9279,-12.0641,0.1268,73251378,0.0400,-0.0177,2.2742,1.3085,1.4905,1478349918,614.2032
1.8566,1.0486,349.8887,-62.0168,0.1787,31962006,0.0400,0.1204,2.1884,1.2359,1.4202,1442603605.5,893.2152
2.0131,1.2411,44.5212,-40.0399,0.1497,47455400,0.0300,-0.8923,2.3144,1.4269,1.5729,1411908655.5,735.2198
2.0141,1.2364,353.3275,-38.9791,0.0491,40262234,0.0300,0.3340,2.1131,1.2971,1.4328,1404490743,225.7524
2.0084,1.2823,180.6487,0.5916,0.1334,3628320,0.0250,0.1971,2.2764,1.4535,1.5756,1458080005.5,648.8042
1.9149,1.0903,202.0548,-16.6328,0.0616,81961927,0.0400,-0.3714,2.0328,1.1574,1.3249,1438169530.5,285.5157
2.0100,1.2491,219.3225,1.7742,0.0392,36280604,0.0300,-0.2602,2.0888,1.2981,1.4255,1466056143,179.0372
2.0443,1.2669,36.9167,-16.5607,0.0372,41101831,0.0300,0.5447,2.1203,1.3140,1.4449,1448308030.5,169.4145
1.7152,1.3393,53.1905,-59.6114,0.1284,17182711,0.0100,-0.5788,1.9354,1.5113,1.4866,1416380193,622.3810
1.9983,1.2239,341.9923,-33.5743,0.2039,56200124,0.0300,0.9207,2.4057,1.4735,1.6293,1411599843,1034.2514
1.9752,1.2600,129.8861,1.3681,0.1022,809668,0.0250,-0.6397,2.1770,1.3887,1.5061,1426432968,486.8345
1.7219,1.0307,194.1655,-0.3346,0.0545,61370033,0.0300,-0.0463,1.8158,1.0869,1.2151,1434105355.5,251.4923
1.8652,1.0460,340.4638,0.9825,0.0355,64731058,0.0400,-0.1658,1.9314,1.0832,1.2488,1404794830.5,161.6429
1.8563,1.0511,134.4417,-8.3480,0.0706,56752784,0.0400,-0.1485,1.9872,1.1252,1.2914,1418967805.5,329.1217
2.0182,1.1612,302.0841,-57.7720,0.0824,22929475,0.0400,-0.1237,2.1845,1.2569,1.4317,1408903893,387.3492
2.0131,1.2411,103.9942,-50.4644,0.1043,11274099,0.0300,-0.1654,2.2231,1.3706,1.5108,1458512680.5,497.6579
1.8672,1.1911,61.8478,-40.7836,0.0811,70510661,0.0250,0.1119,2.0186,1.2877,1.3965,1476375205.5,380.9278
1.2573,1.1467,171.2944,-3.5456,0.0283,21934553,0.0050,0.7367,1.2929,1.1792,1.0747,1453724230.5,128.0816
2.0141,1.2364,200.6637,-35.3626,0.1987,39702253,0.0300,0.2259,2.4144,1.4821,1.6371,1395799443,1005.1370
1.9149,1.0903,154.0412,-12.8589,0.2085,74063493,0.0400,0.9406,2.3141,1.3175,1.5082,1428810655.5,1060.2118
2.0100,1.2491,339.8541,-20.5218,0.0338,60070629,0.0300,-0.9158,2.0778,1.2913,1.4180,1476622255.5,153.4386
1.9087,1.0890,174.1886,4.2195,0.0353,45416435,0.0400,0.4195,1.9761,1.1274,1.2894,1463822905.5,160.5827
2.0102,1.3048,76.6844,-31.9620,0.1392,54653181,0.0250,-0.5758,2.2899,1.4864,1.5987,1415081493,679.0925
1.7461,1.0939,163.8238,-18.4024,0.0392,70580277,0.0250,0.9496,1.8144,1.1367,1.2435,1419013705.5,178.6251
1.7219,1.0307,38.7139,-9.3058,0.1212,38474357,0.0300,0.4825,1.9306,1.1557,1.2919,1408634230.5,584.8002
1.8080,1.1453,340.6667,-46.3952,0.0291,55147592,0.0250,-0.1354,1.8606,1.1786,1.2825,1385728443,131.7215
1.3415,1.0114,345.2795,-4.8354,0.1935,20638154,0.0100,-0.4586,1.6011,1.2071,1.2078,1434781368,975.4850
1.8652,1.0460,150.1728,-0.8811,0.0346,58668019,0.0400,-0.1538,1.9296,1.0822,1.2477,1388754130.5,157.1397
1.4244,1.3675,163.1391,-34.2721,0.0493,73385866,0.0050,-0.7597,1.4946,1.4350,1.2748,1453850793,226.5452
1.8672,1.1911,197.1702,-2.2233,0.1254,64975137,0.0250,-0.6801,2.1014,1.3405,1.4538,1395782905.5,606.5415
1.6728,1.0393,309.0488,-49.0714,0.0911,52291170,0.0250,0.3992,1.8252,1.1340,1.2454,1473784893,431.0745
1.7129,1.1467,31.7780,-16.9605,0.1118,62264223,0.0200,-0.7515,1.9045,1.2750,1.3511,1476112630.5,536.3305
1.3893,1.0287,67.4393,-17.4212,0.0487,53668181,0.0100,0.6960,1.4570,1.0788,1.0890,1389399093,223.7717
1.9149,1.0903,10.1425,-51.8141,0.0731,58465958,0.0400,-0.1070,2.0548,1.1699,1.3393,1410836755.5,341.5024
1.9087,1.0890,355.4239,-20.9688,0.0511,52607047,0.0400,-0.9718,2.0062,1.1446,1.3090,1416970818,234.9618
1.9305,1.0972,64.9726,-19.1928,0.1421,60738037,0.0400,0.1838,2.2049,1.2532,1.4357,1422869643,694.8462
1.8782,1.0678,173.3788,-45.7130,0.1349,66024927,0.0400,-0.0122,2.1316,1.2118,1.3882,1388482443,656.6679
1.9364,1.0968,199.6129,-25.3412,0.1933,64847608,0.0400,0.8742,2.3106,1.3088,1.5019,1392165918,974.4639
1.8652,1.0460,173.0871,-30.3528,0.0943,48037257,0.0400,-0.8963,2.0410,1.1446,1.3197,1390560093,446.7833
1.5542,1.0088,73.5268,1.9823,0.1595,59804022,0.0200,0.3754,1.8020,1.1696,1.2580,1419032943,787.9698
1.8563,1.0511,170.3551,-44.3980,0.0914,68883690,0.0400,-0.9818,2.0259,1.1471,1.3166,1421207118,432.4005
1.8672,1.1911,352.8484,-38.3116,0.0717,15323734,0.0250,0.4001,2.0011,1.2765,1.3844,1408581580.5,334.7535
1.9149,1.0903,48.1768,-3.3526,0.1213,10897187,0.0400,0.5239,2.1471,1.2225,1.3994,1447756218,585.0151
1.4402,1.0933,211.9286,-46.0046,0.0513,17199602,0.0100,-0.1312,1.5141,1.1494,1.1463,1460043918,236.1892
1.6335,1.0803,157.8333,-30.4079,0.1492,54530253,0.0200,0.5275,1.8772,1.2415,1.3233,1391876005.5,732.5927
2.0100,1.2491,33.8360,-32.7577,0.0831,39558833,0.0300,-0.3975,2.1770,1.3529,1.4857,1453575055.5,390.9474
2.0443,1.2669,199.2077,-24.2087,0.1225,41876250,0.0300,0.5085,2.2947,1.4220,1.5637,1457990905.5,591.3960
1.9087,1.0890,334.4025,-25.3985,0.1446,75434742,0.0400,-0.6212,2.1847,1.2464,1.4254,1411193155.5,707.7735
1.9305,1.0972,158.1200,-39.0408,0.0874,45471883,0.0400,-0.3108,2.0992,1.1932,1.3670,1424378943,412.4759
1.8782,1.0678,122.8237,-24.9808,0.1256,86267722,0.0400,-0.5331,2.1141,1.2019,1.3768,1389050793,607.6532
2.0340,1.2617,155.9244,-41.5473,0.1665,79895662,0.0300,-0.4203,2.3726,1.4717,1.6176,1391991430.5,826.1590
1.8500,1.1253,354.9468,1.9558,0.0897,42265874,0.0300,0.9447,2.0160,1.2262,1.3604,1472399118,423.9207
1.8652,1.0460,174.7987,-20.5400,0.0650,48308221,0.0400,0.6335,1.9865,1.1141,1.2844,1389217518,302.2306
1.5542,1.0088,284.1628,-36.0669,0.1282,249206,0.0200,0.0846,1.7534,1.1381,1.2241,1429858255.5,621.1976
1.8563,1.0511,218.1589,-33.3773,0.0976,43155748,0.0400,0.7817,2.0374,1.1536,1.3240,1395480168,463.5763
2.0182,1.1612,175.3931,-11.4050,0.0763,32220797,0.0400,0.4715,2.1721,1.2498,1.4236,1394663418,357.1170
1.8566,1.0486,228.5574,-28.2577,0.1986,4481797,0.0400,0.4338,2.2254,1.2568,1.4442,1399449168,1004.4322
2.0131,1.2411,330.8794,-32.0083,0.0892,29361095,0.0300,-0.2771,2.1926,1.3518,1.4901,1399448155.5,421.3154
2.0141,1.2364,71.2175,-11.2502,0.1246,50035086,0.0300,-0.6602,2.2650,1.3904,1.5358,1386850630.5,602.2402
1.9149,1.0903,216.3855,-1.1229,0.0680,2153586,0.0400,0.9446,2.0450,1.1643,1.3329,1428813355.5,316.3779
1.9087,1.0890,92.1730,-57.1432,0.1553,66932198,0.0400,-0.3251,2.2051,1.2581,1.4387,1419827080.5,765.1894
1.5900,1.0313,75.3213,-47.6674,0.0630,68504705,0.0200,0.6060,1.6901,1.0963,1.1795,1449746793,292.1159
2.0102,1.3048,152.2688,-30.0491,0.1166,23600160,0.0250,-0.6435,2.2445,1.4569,1.5669,1393719430.5,560.6717
1.9305,1.0972,231.9925,-14.8682,0.1586,56911147,0.0400,0.9198,2.2367,1.2713,1.4565,1434704080.5,783.5389
2.0317,1.3626,16.7661,-45.6119,0.1184,9902677,0.0200,0.8192,2.2722,1.5239,1.6135,1478626668,570.1667
1.5577,1.1756,301.7409,-12.7850,0.0363,61600514,0.0100,0.7126,1.6142,1.2183,1.2184,1408791843,165.1935
1.8080,1.1453,191.5170,-12.4257,0.2394,81201685,0.0250,-0.4290,2.2408,1.4195,1.5446,1432668280.5,1238.8798
1.8652,1.0460,146.2774,-12.4350,0.2319,32359234,0.0400,-0.6327,2.2977,1.2886,1.4857,1454934168,1195.0696
1.5840,1.1929,291.0364,-56.0944,0.0833,79451397,0.0100,-0.5784,1.7160,1.2922,1.2937,1462196155.5,391.8335
1.8672,1.1911,205.6803,-26.4446,0.1322,38635113,0.0250,0.5850,2.1141,1.3486,1.4626,1424522043,642.1725
2.0141,1.2364,27.9736,-37.7753,0.1095,25195326,0.0300,0.9134,2.2348,1.3718,1.5153,1474844980.5,524.4825
2.0084,1.2823,53.0604,-12.1425,0.1611,74016678,0.0250,0.4243,2.3320,1.4889,1.6141,1412353818,796.8585
1.7129,1.1467,36.5720,-22.2741,0.1111,59214406,0.0200,-0.1140,1.9032,1.2740,1.3502,1444560430.5,532.2613
1.9711,1.2107,350.2544,-55.8631,0.0871,7330464,0.0300,0.7187,2.1429,1.3162,1.4534,1448348530.5,411.0396
2.0100,1.2491,311.5364,-13.4319,0.0625,44720004,0.0300,-0.5502,2.1357,1.3272,1.4574,1474722130.5,290.0617
1.9087,1.0890,328.6191,-26.4374,0.1891,6212836,0.0400,-0.6124,2.2697,1.2950,1.4809,1413418293,951.2445
1.9983,1.2239,312.9937,0.8523,0.0338,84599747,0.0300,0.3027,2.0659,1.2653,1.3992,1463152293,153.6817
2.0276,1.2510,35.0060,-40.4193,0.1015,11167811,0.0300,0.9662,2.2335,1.3780,1.5184,1442201643,483.6030
2.0208,1.2903,24.2874,-23.6362,0.0802,60641402,0.0250,0.0030,2.1828,1.3938,1.5109,1418746405.5,376.5464
2.0434,1.2655,338.9801,-13.1174,0.0726,47657674,0.0300,-0.6401,2.1917,1.3574,1.4930,1434403705.5,338.9618
2.0131,1.2411,167.7530,-26.6362,0.0586,43418213,0.0300,-0.1012,2.1311,1.3139,1.4483,1420718080.5,271.1158
2.0333,1.1751,246.2893,-13.2664,0.0711,66133271,0.0400,-0.3645,2.1779,1.2586,1.4307,1394724505.5,331.7649
1.9149,1.0903,158.1993,-41.4830,0.1499,73609016,0.0400,-0.5191,2.2019,1.2536,1.4351,1398140680.5,736.1420
1.9087,1.0890,49.0871,-56.3213,0.0837,69854895,0.0400,0.8387,2.0686,1.1802,1.3497,1422520330.5,394.0920
1.8440,1.4172,156.6501,-19.1147,0.0682,19257541,0.0100,0.8770,1.9698,1.5139,1.5007,1389123355.5,317.6394
1.7461,1.0939,282.2816,-28.3693,0.1022,59837998,0.0250,-0.9169,1.9245,1.2057,1.3189,1432438780.5,486.9948
1.9362,1.2417,46.9662,-47.7824,0.2027,26187474,0.0250,-0.2017,2.3286,1.4933,1.6154,1416930655.5,1027.2757
1.7827,1.1274,26.0711,-27.1684,0.1862,58164365,0.0250,0.9169,2.1146,1.3373,1.4564,1409429043,935.0561
1.9305,1.0972,56.4453,-32.5803,0.0503,84662346,0.0400,0.3196,2.0277,1.1525,1.3203,1389116943,231.5190
1.9983,1.2239,314.7332,-42.3446,0.1228,70719377,0.0300,0.3690,2.2437,1.3742,1.5196,1409453343,593.0857
2.0208,1.2903,67.5191,-57.2001,0.0726,23886529,0.0250,-0.5022,2.1675,1.3840,1.5003,1449100480.5,339.1291
1.6893,1.1118,63.6740,-20.4655,0.1142,60047138,0.0200,0.5922,1.8822,1.2387,1.3235,1388690680.5,548.3938
1.8674,1.0588,344.2291,-49.2243,0.0842,15191749,0.0400,0.5804,2.0246,1.1480,1.3167,1430792455.5,396.3128
1.6564,1.1054,126.1046,-18.1082,0.0863,12310613,0.0200,0.0657,1.7993,1.2008,1.2744,1427230480.5,406.7844
1.8563,1.0511,295.6978,-14.7963,0.1783,58027222,0.0400,-0.6910,2.1872,1.2384,1.4214,1411940718,890.9029
1.8079,1.1984,5.2023,-35.4383,0.0493,4983089,0.0200,-0.6443,1.8971,1.2575,1.3389,1447163905.5,226.5922
2.0131,1.2411,233.9458,-6.5365,0.0659,40135778,0.0300,-0.2088,2.1458,1.3230,1.4583,1458784368,306.5855
2.0333,1.1751,194.9215,-32.3710,0.1567,43976011,0.0400,0.1809,2.3519,1.3592,1.5450,1424648605.5,772.8288
1.9149,1.0903,29.8439,-17.2919,0.2194,1999843,0.0400,-0.5450,2.3350,1.3294,1.5218,1418801080.5,1122.6469
1.7286,1.0937,305.0363,-26.8480,0.1739,53586900,0.0250,0.7127,2.0291,1.2838,1.3978,1476017793,866.6417
1.8861,1.2073,98.9345,-32.5428,0.0373,29952000,0.0250,-0.1333,1.9565,1.2524,1.3560,1424902405.5,169.9040
1.9087,1.0890,152.5303,-27.9682,0.1544,33440294,0.0400,-0.1662,2.2035,1.2572,1.4377,1426631418,760.6982
1.9305,1.0972,324.1633,-0.1115,0.1580,71401598,0.0400,0.1049,2.2356,1.2706,1.4557,1412376430.5,780.2297
1.8782,1.0678,157.0809,-7.9893,0.0713,47992593,0.0400,0.4055,2.0121,1.1439,1.3104,1457291943,332.7181
1.6558,1.2605,20.8499,-43.6115,0.1193,78799956,0.0100,0.0471,1.8533,1.4109,1.4051,1388018043,574.9729
1.3843,1.0449,233.4478,-10.1201,0.0811,75202891,0.0100,0.5038,1.4965,1.1296,1.1296,1460479293,380.9488
1.9364,1.0968,158.7035,-29.5843,0.1889,62828308,0.0400,0.5891,2.3022,1.3040,1.4964,1423189255.5,949.9888
1.8674,1.0588,170.2026,-39.8616,0.1532,27602119,0.0400,-0.5953,2.1535,1.2210,1.4005,1421755555.5,754.0162
1.8672,1.1911,31.3404,-62.5808,0.0512,17845413,0.0250,-0.4295,1.9629,1.2521,1.3580,1436253543,235.7152
2.0141,1.2364,277.8906,-45.2210,0.1042,9798144,0.0300,0.0108,2.2240,1.3652,1.5080,1433227518,497.1100
2.0084,1.2823,307.7787,-35.2117,0.0866,23188004,0.0250,0.0154,2.1824,1.3934,1.5106,1408246105.5,408.5229
1.9711,1.2107,56.4861,-45.0718,0.1448,74571858,0.0300,0.0933,2.2566,1.3860,1.5305,1480200093,709.1419
1.7656,1.1844,289.9934,-17.8305,0.0572,64719940,0.0200,-0.0068,1.8666,1.2522,1.3257,1430471493,264.3878
1.9149,1.0903,66.8198,-4.6893,0.1008,23599331,0.0400,-0.5336,2.1080,1.2002,1.3739,1474924630.5,480.0751
2.0100,1.2491,157.8645,-30.3762,0.0478,62833280,0.0300,-0.2886,2.1060,1.3087,1.4372,1396840968,219.2860
1.9087,1.0890,239.8026,-6.1099,0.0914,74619199,0.0400,0.8906,2.0832,1.1885,1.3592,1427705005.5,432.4692
2.0102,1.3048,21.9063,-50.7791,0.0554,76338927,0.0250,-0.7814,2.1215,1.3771,1.4811,1450952680.5,255.6982
1.9983,1.2239,1.7341,-25.8202,0.0412,21275570,0.0300,-0.3287,2.0807,1.2744,1.4092,1438466193,188.4072
2.0276,1.2510,28.5031,1.0071,0.0425,3499484,0.0300,0.5363,2.1139,1.3042,1.4371,1387289043,194.5311
1.8782,1.0678,142.4607,-33.2267,0.0724,19427298,0.0400,0.0547,2.0141,1.1450,1.3117,1420248955.5,337.9509
1.6893,1.1118,56.7971,-19.3983,0.0394,80990824,0.0200,0.8297,1.7557,1.1555,1.2346,1449082930.5,179.5444
2.0340,1.2617,149.9582,-44.9169,0.0602,13844894,0.0300,0.3014,2.1565,1.3377,1.4702,1391326893,278.9734
2.0131,1.2411,150.3477,-9.5297,0.0842,54287258,0.0300,0.4392,2.1825,1.3456,1.4833,1450710355.5,396.2730
2.0333,1.1751,319.7805,-23.6282,0.0424,10232267,0.0400,0.8597,2.1195,1.2249,1.3923,1471175005.5,193.7561
1.7048,1.1189,166.3635,-29.2507,0.3045,3283247,0.0200,-0.5849,2.2240,1.4596,1.5616,1451189605.5,1630.5346
2.0141,1.2364,235.9362,-14.0066,0.1291,43242311,0.0300,-0.2948,2.2741,1.3960,1.5420,1469888793,625.8822
1.9149,1.0903,301.0230,-19.6015,0.0444,2398912,0.0400,0.7994,1.9998,1.1386,1.3034,1413753093,203.1492
1.6335,1.0803,211.5284,-9.2888,0.1506,24207630,0.0200,0.1915,1.8795,1.2430,1.3250,1425080943,740.3631
2.0100,1.2491,278.7007,-45.1164,0.0380,70301036,0.0300,0.4625,2.0863,1.2965,1.4238,1467417955.5,173.0968
2.0443,1.2669,148.5147,-20.5548,0.0844,76016946,0.0300,0.5942,2.2169,1.3738,1.5107,1431444505.5,397.4663
1.9684,1.2709,72.1872,-61.9134,0.0888,12040893,0.0250,-0.8044,2.1431,1.3837,1.4920,1413810805.5,419.1832
1.5900,1.0313,255.6017,-17.5892,0.1153,31733632,0.0200,-0.2567,1.7733,1.1502,1.2375,1467726093,554.0008
2.0102,1.3048,347.7204,-47.0809,0.1249,53368847,0.0250,-0.0559,2.2612,1.4677,1.5786,1475457543,603.8504
1.7461,1.0939,273.9597,-56.2878,0.0456,67143680,0.0250,0.0433,1.8256,1.1437,1.2511,1401492730.5,208.8448
1.9305,1.0972,348.4678,-49.8418,0.1222,80490132,0.0400,0.3472,2.1663,1.2313,1.4107,1409566743,589.8376
1.8782,1.0678,210.7655,0.1494,0.1038,264175,0.0400,-0.1251,2.0732,1.1786,1.3501,1403024980.5,495.1506
1.8563,1.0511,150.6504,-27.5276,0.1385,30629692,0.0400,0.3541,2.1134,1.1967,1.3734,1424467705.5,675.6981
2.0131,1.2411,301.8528,-49.7126,0.0373,22717762,0.0300,0.3337,2.0881,1.2874,1.4191,1434223818,169.7476
2.0141,1.2364,150.7759,-48.5853,0.0457,3408523,0.0300,0.5924,2.1062,1.2929,1.4281,1451805205.5,209.4340
1.9149,1.0903,139.7484,-18.2265,0.1076,56502598,0.0400,0.8004,2.1209,1.2076,1.3823,1458508968,514.4649
2.0100,1.2491,162.5714,-46.5007,0.0711,9338746,0.0300,0.6727,2.1529,1.3379,1.4692,1393787943,331.7032
1.9087,1.0890,232.0235,-13.9762,0.1127,36327865,0.0400,0.4300,2.1238,1.2117,1.3857,1470960018,540.6527
1.5900,1.0313,188.9737,-22.3365,0.1637,62105200,0.0200,-0.3371,1.8502,1.2001,1.2912,1431647343,810.8098
2.0102,1.3048,49.8584,-6.2599,0.1903,59561737,0.0250,-0.1522,2.3926,1.5531,1.6704,1417021105.5,957.5804
1.9305,1.0972,94.9144,-38.1073,0.2423,10725659,0.0400,-0.2472,2.3983,1.3631,1.5617,1426726255.5,1255.8395
2.0208,1.2903,149.4868,-16.0476,0.0815,12920343,0.0250,0.6309,2.1855,1.3955,1.5128,1424010730.5,383.1719
1.6893,1.1118,116.1501,3.2372,0.0544,33209482,0.0200,0.7792,1.7812,1.1723,1.2525,1416649855.5,251.1069
1.2081,1.1574,356.9806,-17.3184,0.0315,28169340,0.0050,-0.4424,1.2462,1.1939,1.0618,1441783143,143.1098
1.8222,1.2141,156.3996,3.3753,0.0319,7920340,0.0200,-0.6012,1.8804,1.2529,1.3307,1421347518,144.8871
1.7770,1.1958,12.4997,-33.8616,0.0795,82700139,0.0200,-0.7858,1.9183,1.2909,1.3646,1409153643,372.9479
1.8563,1.0511,252.9942,-3.6837,0.2110,75237000,0.0400,-0.8391,2.2480,1.2729,1.4609,1430276755.5,1074.8744
1.8672,1.1911,71.5111,-23.8081,0.0808,67016427,0.0250,0.1090,2.0182,1.2874,1.3962,1445845968,379.6162
1.6728,1.0393,84.9746,-4.9376,0.0477,3251349,0.0250,-0.4663,1.7525,1.0888,1.1958,1388649843,218.7507
2.0084,1.2823,196.5296,-50.5134,0.0737,8430813,0.0250,0.8575,2.1565,1.3769,1.4926,1460791480.5,344.5608
1.9711,1.2107,0.7719,-48.1308,0.1118,57378439,0.0300,0.3556,2.1916,1.3461,1.4865,1437133405.5,536.2798
2.0100,1.2491,145.4338,1.4714,0.0879,40501378,0.0300,-0.7582,2.1867,1.3589,1.4923,1463037543,415.0620
1.9087,1.0890,337.9333,-28.5592,0.0394,86080327,0.0400,-0.0381,1.9839,1.1319,1.2945,1471293468,179.7845
1.5900,1.0313,223.1839,-0.2848,0.0507,34066411,0.0200,-0.0034,1.6706,1.0836,1.1658,1468173618,233.0595
1.9983,1.2239,358.0811,-61.1786,0.1134,19798898,0.0300,-0.0134,2.2249,1.3627,1.5068,1437268405.5,544.2029
1.8782,1.0678,19.8863,-23.0042,0.0402,79120819,0.0400,-0.6742,1.9537,1.1107,1.2723,1470642430.5,183.5298
1.6893,1.1118,43.7615,-10.1863,0.2024,66845090,0.0200,-0.7987,2.0312,1.3368,1.4283,1447273930.5,1025.9737
1.7062,1.0695,293.5395,-38.2183,0.1562,58875388,0.0250,-0.9706,1.9727,1.2366,1.3523,1439507043,770.2650
1.8674,1.0588,6.7046,-28.2379,0.2079,6402810,0.0400,-0.9207,2.2556,1.2789,1.4669,1409437818,1056.8806
1.8687,1.0527,143.7391,-8.0906,0.0768,22196927,0.0400,0.2346,2.0122,1.1335,1.3041,1418138568,359.7627
1.5722,1.0284,287.6783,-28.7999,0.1645,67341248,0.0200,0.7493,1.8309,1.1976,1.2833,1399544680.5,815.5387
1.8672,1.1911,218.9656,-38.7639,0.0730,75733977,0.0250,-0.9916,2.0035,1.2781,1.3861,1429521768,340.9592
1.9149,1.0903,336.2700,-39.3098,0.1914,2511845,0.0400,-0.8874,2.2815,1.2990,1.4870,1407022330.5,964.2270
2.0100,1.2491,125.4566,-58.0206,0.0528,68649532,0.0300,0.7411,2.1161,1.3150,1.4441,1419317793,243.3192
1.8374,1.2430,44.5747,-49.6389,0.1558,66183340,0.0200,-0.9544,2.1237,1.4366,1.5148,1442340693,768.0246
1.9684,1.2709,279.5439,-45.5008,0.0613,61231440,0.0250,-0.9348,2.0890,1.3488,1.4544,1425407305.5,284.0140
1.9087,1.0890,212.6787,-9.9212,0.0544,11704784,0.0400,-0.4746,2.0125,1.1482,1.3131,1432469493,250.8117
1.9983,1.2239,204.2992,-27.4265,0.1371,78354899,0.0300,-0.4263,2.2722,1.3917,1.5389,1397112993,667.9307
1.6893,1.1118,106.1570,-22.5413,0.0562,25633135,0.0200,0.7556,1.7842,1.1743,1.2547,1458724630.5,259.6682
1.8674,1.0588,31.1976,-0.6942,0.1387,16541036,0.0400,-0.0176,2.1264,1.2056,1.3829,1407321355.5,676.4594
1.6564,1.1054,309.8593,-46.1791,0.1186,40932854,0.0200,0.5475,1.8528,1.2365,1.3123,1411007193,571.2590
1.8687,1.0527,51.2174,-54.4825,0.0349,19144376,0.0400,-0.1857,1.9338,1.0893,1.2533,1386127368,158.4930
1.9985,1.1448,107.6128,-35.1287,0.0916,60320751,0.0400,0.8369,2.1815,1.2497,1.4264,1386842530.5,433.3709
1.8234,1.0191,215.9980,-37.6697,0.0799,52516013,0.0400,-0.8785,1.9691,1.1006,1.2709,1424542293,375.0713
2.0182,1.1612,105.2351,-27.2454,0.1240,19751286,0.0400,0.8775,2.2684,1.3052,1.4866,1422855805.5,599.0533
1.8672,1.1911,41.2682,-48.4263,0.0653,35928604,0.0250,-0.4713,1.9891,1.2688,1.3761,1477837593,303.2431
1.9149,1.0903,10.0410,-5.5383,0.0331,23289813,0.0400,0.6010,1.9782,1.1263,1.2893,1479281418,150.2713
1.9087,1.0890,307.4587,-14.7033,0.1019,35179719,0.0400,-0.2503,2.1032,1.1999,1.3723,1463300118,485.3206
1.9983,1.2239,122.8564,-53.4062,0.1207,45787658,0.0300,0.4749,2.2395,1.3717,1.5167,1449185530.5,582.1556
1.6893,1.1118,317.0709,-46.2737,0.0519,36457605,0.0200,0.9982,1.7769,1.1694,1.2495,1462388530.5,238.7168
